id,sample1,sample2,sample3
FAR2_FAR1_pg14,4,4,1
FAR2_FAR1_pg15,4,9,1
FAR2_FAR1_pg16,6,8,11
FAR2_FAR1_pg2,9,7,8
FAR2_FAR1_pg3,2,3,3
FAR2_FAR1_pg4,1,1,2
FAR2_FAR1_pg5,1,3,3
FAR2_FAR1_pg7,3,2,5
FAR2_FAR1_pg8,1,4,9
FAR2_FAR1_pg9,2,NA,5
FARP2_FARP1_pg1,9,6,6
FARP2_FARP1_pg10,5,8,7
FARP2_FARP1_pg11,1,1,2
FARP2_FARP1_pg12,11,5,5
FARP2_FARP1_pg13,9,14,16
FARP2_FARP1_pg14,4,1,6
FARP2_FARP1_pg15,3,6,5
FARP2_FARP1_pg16,11,7,2
FARP2_FARP1_pg2,2,NA,2
FARP2_FARP1_pg3,4,1,4
FARP2_FARP1_pg4,3,2,1
FARP2_FARP1_pg5,22,12,16
FARP2_FARP1_pg6,4,9,1
FARP2_FARP1_pg7,9,5,5
FARP2_FARP1_pg8,8,4,7
FARP2_FARP1_pg9,9,12,8
FAT3_FAT1_pg1,10,2,8
FAT3_FAT1_pg10,1,2,NA
FAT3_FAT1_pg11,5,2,2
FAT3_FAT1_pg12,4,7,3
FAT3_FAT1_pg13,5,5,5
FAT3_FAT1_pg14,5,2,2
FAT3_FAT1_pg15,5,3,3
FAT3_FAT1_pg16,9,3,4
FAT3_FAT1_pg2,1,2,1
FAT3_FAT1_pg3,3,2,6
FAT3_FAT1_pg4,8,4,7
FAT3_FAT1_pg5,3,3,7
FAT3_FAT1_pg6,5,5,1
FAT3_FAT1_pg7,8,5,9
FAT3_FAT1_pg8,12,8,7
FAT3_FAT1_pg9,6,4,5
FBP2_FBP1_pg1,16,4,12
FBP2_FBP1_pg10,2,1,NA
FBP2_FBP1_pg12,3,3,4
FBP2_FBP1_pg13,7,3,3
FBP2_FBP1_pg14,2,2,2
FBP2_FBP1_pg15,1,NA,1
FBP2_FBP1_pg16,4,1,4
FBP2_FBP1_pg2,2,2,1
FBP2_FBP1_pg3,8,4,2
FBP2_FBP1_pg4,1,5,NA
FBP2_FBP1_pg5,6,3,4
FBP2_FBP1_pg6,2,2,NA
FBP2_FBP1_pg7,3,1,1
FBP2_FBP1_pg8,13,6,5
FBP2_FBP1_pg9,3,4,4
FBXL20_FBXL2_pg1,4,NA,NA
FBXL20_FBXL2_pg10,6,1,2
FBXL20_FBXL2_pg11,3,2,NA
FBXL20_FBXL2_pg13,3,1,NA
FBXL20_FBXL2_pg14,3,2,NA
FBXL20_FBXL2_pg15,4,2,NA
FBXL20_FBXL2_pg16,2,NA,3
FBXL20_FBXL2_pg2,10,3,1
FBXL20_FBXL2_pg3,1,2,1
FBXL20_FBXL2_pg4,3,4,3
FBXL20_FBXL2_pg5,5,3,2
FBXL20_FBXL2_pg6,9,4,5
FBXL20_FBXL2_pg7,1,2,7
FBXL20_FBXL2_pg8,2,4,3
FBXL20_FBXL2_pg9,5,5,1
FBXO17_FBXO27_pg1,2,3,5
FBXO17_FBXO27_pg10,8,2,2
FBXO17_FBXO27_pg11,10,11,17
FBXO17_FBXO27_pg12,15,8,8
FBXO17_FBXO27_pg13,3,4,NA
FBXO17_FBXO27_pg14,6,9,7
FBXO17_FBXO27_pg15,5,7,6
FBXO17_FBXO27_pg16,1,3,1
FBXO17_FBXO27_pg2,3,6,4
FBXO17_FBXO27_pg3,7,8,13
FBXO17_FBXO27_pg4,1,4,4
FBXO17_FBXO27_pg5,2,1,NA
FBXO17_FBXO27_pg6,2,1,NA
FBXO17_FBXO27_pg7,3,1,1
FBXO17_FBXO27_pg8,3,NA,2
FBXO25_FBXO32_pg1,3,3,3
FBXO25_FBXO32_pg10,1,3,NA
FBXO25_FBXO32_pg12,5,NA,NA
FBXO25_FBXO32_pg13,3,NA,3
FBXO25_FBXO32_pg14,1,NA,NA
FBXO25_FBXO32_pg15,1,NA,NA
FBXO25_FBXO32_pg16,1,1,4
FBXO25_FBXO32_pg2,4,1,1
FBXO25_FBXO32_pg3,1,3,2
FBXO25_FBXO32_pg4,4,2,3
FBXO25_FBXO32_pg5,1,3,2
FBXO25_FBXO32_pg6,3,NA,3
FBXO25_FBXO32_pg7,1,1,3
FBXO25_FBXO32_pg8,2,2,3
FBXO25_FBXO32_pg9,6,2,5
CDRT1_FBXW10_pg1,5,5,2
CDRT1_FBXW10_pg11,2,NA,NA
CDRT1_FBXW10_pg12,1,6,1
CDRT1_FBXW10_pg13,6,8,1
CDRT1_FBXW10_pg14,3,2,2
CDRT1_FBXW10_pg16,1,6,2
CDRT1_FBXW10_pg2,5,8,2
CDRT1_FBXW10_pg3,3,2,2
CDRT1_FBXW10_pg4,10,5,4
CDRT1_FBXW10_pg5,6,8,NA
CDRT1_FBXW10_pg6,4,5,2
CDRT1_FBXW10_pg7,2,2,1
CDRT1_FBXW10_pg8,6,3,1
CDRT1_FBXW10_pg9,8,3,NA
BTRC_FBXW11_pg1,3,NA,NA
BTRC_FBXW11_pg11,2,1,NA
BTRC_FBXW11_pg12,6,3,1
BTRC_FBXW11_pg13,1,1,NA
BTRC_FBXW11_pg14,1,2,NA
BTRC_FBXW11_pg15,1,4,NA
BTRC_FBXW11_pg16,5,1,2
BTRC_FBXW11_pg3,1,2,NA
BTRC_FBXW11_pg4,5,4,NA
BTRC_FBXW11_pg5,1,10,NA
BTRC_FBXW11_pg6,1,1,1
BTRC_FBXW11_pg7,1,5,2
BTRC_FBXW11_pg8,4,6,NA
BTRC_FBXW11_pg9,1,1,NA
FCGR1B_FCGR1A_pg1,7,6,1
FCGR1B_FCGR1A_pg10,3,7,5
FCGR1B_FCGR1A_pg11,2,3,1
FCGR1B_FCGR1A_pg12,4,1,NA
FCGR1B_FCGR1A_pg13,4,1,NA
FCGR1B_FCGR1A_pg14,8,14,3
FCGR1B_FCGR1A_pg15,4,2,1
FCGR1B_FCGR1A_pg16,4,6,NA
FCGR1B_FCGR1A_pg2,4,2,NA
FCGR1B_FCGR1A_pg3,5,4,2
FCGR1B_FCGR1A_pg4,4,1,NA
FCGR1B_FCGR1A_pg5,5,4,NA
FCGR1B_FCGR1A_pg6,1,5,NA
FCGR1B_FCGR1A_pg7,5,4,1
FCGR1B_FCGR1A_pg9,5,3,2
FCGR3B_FCGR3A_pg1,8,3,2
FCGR3B_FCGR3A_pg10,6,6,2
FCGR3B_FCGR3A_pg11,3,2,5
FCGR3B_FCGR3A_pg12,3,4,6
FCGR3B_FCGR3A_pg13,4,3,2
FCGR3B_FCGR3A_pg14,2,NA,1
FCGR3B_FCGR3A_pg15,1,3,7
FCGR3B_FCGR3A_pg16,2,2,1
FCGR3B_FCGR3A_pg2,5,7,1
FCGR3B_FCGR3A_pg3,2,2,4
FCGR3B_FCGR3A_pg4,1,5,4
FCGR3B_FCGR3A_pg8,4,1,4
FCGR3B_FCGR3A_pg9,5,5,2
FCN2_FCN1_pg1,20,9,4
FCN2_FCN1_pg10,4,6,4
FCN2_FCN1_pg11,5,10,13
FCN2_FCN1_pg12,7,4,2
FCN2_FCN1_pg13,10,10,7
FCN2_FCN1_pg14,2,1,1
FCN2_FCN1_pg15,4,3,7
FCN2_FCN1_pg16,3,5,NA
FCN2_FCN1_pg2,9,8,4
FCN2_FCN1_pg3,9,14,6
FCN2_FCN1_pg4,9,6,4
FCN2_FCN1_pg5,12,11,5
FCN2_FCN1_pg6,6,11,6
FCN2_FCN1_pg7,16,10,6
FCN2_FCN1_pg8,7,11,1
FCN2_FCN1_pg9,9,12,9
FEM1C_FEM1A_pg1,3,2,2
FEM1C_FEM1A_pg10,1,1,2
FEM1C_FEM1A_pg11,2,2,1
FEM1C_FEM1A_pg12,4,2,3
FEM1C_FEM1A_pg13,5,2,2
FEM1C_FEM1A_pg15,3,2,NA
FEM1C_FEM1A_pg16,1,1,2
FEM1C_FEM1A_pg2,1,1,1
FEM1C_FEM1A_pg3,2,2,NA
FEM1C_FEM1A_pg4,3,3,3
FEM1C_FEM1A_pg6,2,2,NA
FEM1C_FEM1A_pg7,1,4,1
FEM1C_FEM1A_pg8,6,1,4
FEM1C_FEM1A_pg9,3,1,3
FES_FER_pg1,2,3,NA
FES_FER_pg10,3,1,2
FES_FER_pg11,6,3,2
FES_FER_pg12,1,6,4
FES_FER_pg13,4,NA,2
FES_FER_pg14,7,5,2
FES_FER_pg15,2,1,1
FES_FER_pg16,3,2,2
FES_FER_pg3,3,1,2
FES_FER_pg4,3,8,NA
FES_FER_pg5,5,NA,1
FES_FER_pg6,2,5,NA
FES_FER_pg7,1,NA,1
FES_FER_pg8,5,3,8
FES_FER_pg9,3,NA,NA
FEZF2_FEZF1_pg1,5,4,2
FEZF2_FEZF1_pg10,6,3,3
FEZF2_FEZF1_pg11,8,2,NA
FEZF2_FEZF1_pg12,2,5,4
FEZF2_FEZF1_pg13,9,10,10
FEZF2_FEZF1_pg14,15,14,8
FEZF2_FEZF1_pg15,21,8,11
FEZF2_FEZF1_pg16,5,2,1
FEZF2_FEZF1_pg2,16,18,8
FEZF2_FEZF1_pg3,9,3,5
FEZF2_FEZF1_pg4,7,7,2
FEZF2_FEZF1_pg5,9,9,7
FEZF2_FEZF1_pg6,7,7,5
FEZF2_FEZF1_pg7,10,10,9
FEZF2_FEZF1_pg8,5,2,5
FEZF2_FEZF1_pg9,5,8,4
FKBP9_FKBP10_pg1,10,5,NA
FKBP9_FKBP10_pg10,6,2,4
FKBP9_FKBP10_pg11,3,NA,NA
FKBP9_FKBP10_pg13,1,2,NA
FKBP9_FKBP10_pg14,2,2,3
FKBP9_FKBP10_pg15,1,2,NA
FKBP9_FKBP10_pg16,2,NA,NA
FKBP9_FKBP10_pg2,5,1,5
FKBP9_FKBP10_pg3,7,1,1
FKBP9_FKBP10_pg4,1,2,NA
FKBP9_FKBP10_pg5,7,3,4
FKBP9_FKBP10_pg6,4,3,1
FKBP9_FKBP10_pg7,7,5,1
FKBP9_FKBP10_pg9,1,3,2
FLVCR2_FLVCR1_pg1,3,8,2
FLVCR2_FLVCR1_pg10,3,NA,NA
FLVCR2_FLVCR1_pg11,9,5,1
FLVCR2_FLVCR1_pg12,7,2,3
FLVCR2_FLVCR1_pg15,6,2,1
FLVCR2_FLVCR1_pg16,3,2,NA
FLVCR2_FLVCR1_pg3,7,6,1
FLVCR2_FLVCR1_pg4,3,3,1
FLVCR2_FLVCR1_pg5,5,3,1
FLVCR2_FLVCR1_pg6,6,5,NA
FLVCR2_FLVCR1_pg7,4,10,NA
FLVCR2_FLVCR1_pg8,2,3,NA
FN3KRP_FN3K_pg1,3,5,4
FN3KRP_FN3K_pg10,5,8,4
FN3KRP_FN3K_pg11,2,6,3
FN3KRP_FN3K_pg12,2,NA,1
FN3KRP_FN3K_pg13,7,11,3
FN3KRP_FN3K_pg14,9,8,8
FN3KRP_FN3K_pg15,4,5,1
FN3KRP_FN3K_pg16,3,3,2
FN3KRP_FN3K_pg2,9,4,6
FN3KRP_FN3K_pg3,2,3,1
FN3KRP_FN3K_pg4,5,3,NA
FN3KRP_FN3K_pg5,14,6,10
FN3KRP_FN3K_pg6,2,4,5
FN3KRP_FN3K_pg7,1,5,3
FN3KRP_FN3K_pg8,5,2,5
FN3KRP_FN3K_pg9,12,21,11
FNDC3B_FNDC3A_pg1,3,4,NA
FNDC3B_FNDC3A_pg10,5,5,3
FNDC3B_FNDC3A_pg11,8,3,7
FNDC3B_FNDC3A_pg12,8,3,2
FNDC3B_FNDC3A_pg13,4,1,1
FNDC3B_FNDC3A_pg14,4,NA,1
FNDC3B_FNDC3A_pg15,2,3,NA
FNDC3B_FNDC3A_pg16,2,5,1
FNDC3B_FNDC3A_pg2,2,3,NA
FNDC3B_FNDC3A_pg3,5,3,3
FNDC3B_FNDC3A_pg4,4,3,NA
FNDC3B_FNDC3A_pg5,4,4,1
FNDC3B_FNDC3A_pg6,1,2,1
FNDC3B_FNDC3A_pg7,5,4,1
FNDC3B_FNDC3A_pg8,5,4,2
FNDC3B_FNDC3A_pg9,6,3,1
FOXR2_FOXR1_pg10,5,2,5
FOXR2_FOXR1_pg11,4,NA,1
FOXR2_FOXR1_pg13,4,NA,1
FOXR2_FOXR1_pg14,3,2,NA
FOXR2_FOXR1_pg15,1,1,NA
FOXR2_FOXR1_pg2,2,5,7
FOXR2_FOXR1_pg3,1,2,3
FOXR2_FOXR1_pg4,2,2,5
FOXR2_FOXR1_pg5,3,2,3
FOXR2_FOXR1_pg6,1,1,3
FOXR2_FOXR1_pg7,18,8,9
FOXR2_FOXR1_pg8,3,2,2
FRAT2_FRAT1_pg1,10,9,14
FRAT2_FRAT1_pg10,11,17,11
FRAT2_FRAT1_pg11,4,3,2
FRAT2_FRAT1_pg12,6,3,5
FRAT2_FRAT1_pg13,9,4,9
FRAT2_FRAT1_pg14,11,6,9
FRAT2_FRAT1_pg15,6,6,3
FRAT2_FRAT1_pg16,8,6,7
FRAT2_FRAT1_pg2,22,14,15
FRAT2_FRAT1_pg3,14,19,13
FRAT2_FRAT1_pg4,5,4,NA
FRAT2_FRAT1_pg5,8,4,2
FRAT2_FRAT1_pg6,13,8,7
FRAT2_FRAT1_pg7,10,3,9
FRAT2_FRAT1_pg8,8,11,1
FRAT2_FRAT1_pg9,9,9,9
FRMD5_FRMD3_pg1,2,1,4
FRMD5_FRMD3_pg10,1,1,1
FRMD5_FRMD3_pg11,1,2,NA
FRMD5_FRMD3_pg12,2,1,1
FRMD5_FRMD3_pg13,12,6,2
FRMD5_FRMD3_pg14,3,1,1
FRMD5_FRMD3_pg15,2,2,NA
FRMD5_FRMD3_pg16,4,4,2
FRMD5_FRMD3_pg2,3,1,4
FRMD5_FRMD3_pg3,2,3,3
FRMD5_FRMD3_pg4,3,2,3
FRMD5_FRMD3_pg5,2,1,1
FRMD5_FRMD3_pg7,2,1,NA
FRMD5_FRMD3_pg8,1,1,NA
FRMD5_FRMD3_pg9,4,3,NA
FRYL_FRY_pg1,2,7,5
FRYL_FRY_pg10,2,3,3
FRYL_FRY_pg11,3,3,NA
FRYL_FRY_pg13,6,3,NA
FRYL_FRY_pg14,2,3,2
FRYL_FRY_pg15,9,7,4
FRYL_FRY_pg16,1,1,3
FRYL_FRY_pg2,1,2,1
FRYL_FRY_pg3,8,6,8
FRYL_FRY_pg4,5,6,7
FRYL_FRY_pg5,4,7,2
FRYL_FRY_pg6,4,NA,1
FRYL_FRY_pg7,4,3,1
FRYL_FRY_pg8,3,3,2
FRYL_FRY_pg9,4,6,1
FSCN2_FSCN1_pg1,4,1,5
FSCN2_FSCN1_pg10,2,3,2
FSCN2_FSCN1_pg11,5,NA,NA
FSCN2_FSCN1_pg12,1,2,3
FSCN2_FSCN1_pg13,2,1,4
FSCN2_FSCN1_pg14,3,3,3
FSCN2_FSCN1_pg15,5,1,2
FSCN2_FSCN1_pg16,4,8,1
FSCN2_FSCN1_pg2,5,5,11
FSCN2_FSCN1_pg3,1,6,5
FSCN2_FSCN1_pg4,1,6,3
FSCN2_FSCN1_pg5,9,4,4
FSCN2_FSCN1_pg6,6,8,4
FSCN2_FSCN1_pg7,15,12,8
FSCN2_FSCN1_pg8,2,2,NA
FSD1L_FSD1_pg1,1,3,NA
FSD1L_FSD1_pg10,1,3,1
FSD1L_FSD1_pg11,1,3,7
FSD1L_FSD1_pg12,7,4,3
FSD1L_FSD1_pg13,2,1,NA
FSD1L_FSD1_pg14,3,NA,NA
FSD1L_FSD1_pg15,2,NA,NA
FSD1L_FSD1_pg2,7,7,3
FSD1L_FSD1_pg3,4,2,5
FSD1L_FSD1_pg4,8,7,7
FSD1L_FSD1_pg5,5,3,2
FSD1L_FSD1_pg6,6,4,2
FSD1L_FSD1_pg7,2,3,1
FSD1L_FSD1_pg8,4,1,4
FSD1L_FSD1_pg9,3,3,2
FSTL5_FSTL4_pg1,2,3,2
FSTL5_FSTL4_pg10,2,2,NA
FSTL5_FSTL4_pg12,2,2,NA
FSTL5_FSTL4_pg13,1,1,1
FSTL5_FSTL4_pg14,2,1,NA
FSTL5_FSTL4_pg2,2,2,2
FSTL5_FSTL4_pg3,3,NA,NA
FSTL5_FSTL4_pg4,1,3,1
FSTL5_FSTL4_pg6,2,NA,NA
FSTL5_FSTL4_pg9,4,NA,2
FUCA2_FUCA1_pg1,6,9,3
FUCA2_FUCA1_pg11,2,NA,1
FUCA2_FUCA1_pg13,3,4,1
FUCA2_FUCA1_pg14,1,NA,1
FUCA2_FUCA1_pg15,5,NA,2
FUCA2_FUCA1_pg16,1,1,2
FUCA2_FUCA1_pg2,2,2,1
FUCA2_FUCA1_pg3,2,4,2
FUCA2_FUCA1_pg5,6,3,4
FUCA2_FUCA1_pg6,2,1,NA
FUCA2_FUCA1_pg7,4,4,2
FUCA2_FUCA1_pg8,2,NA,1
FUCA2_FUCA1_pg9,2,NA,NA
FUT2_FUT1_pg1,7,6,10
FUT2_FUT1_pg10,2,NA,1
FUT2_FUT1_pg11,9,6,5
FUT2_FUT1_pg13,8,7,8
FUT2_FUT1_pg14,2,3,1
FUT2_FUT1_pg15,7,6,4
FUT2_FUT1_pg16,8,2,4
FUT2_FUT1_pg2,2,5,5
FUT2_FUT1_pg4,2,5,8
FUT2_FUT1_pg5,10,2,6
FUT2_FUT1_pg6,4,3,3
FUT2_FUT1_pg7,4,3,1
FUT2_FUT1_pg8,3,2,5
FUT2_FUT1_pg9,3,6,2
FZD6_FZD3_pg1,7,2,5
FZD6_FZD3_pg10,9,2,4
FZD6_FZD3_pg12,5,2,2
FZD6_FZD3_pg13,2,1,5
FZD6_FZD3_pg14,4,2,2
FZD6_FZD3_pg16,1,3,3
FZD6_FZD3_pg2,6,3,5
FZD6_FZD3_pg3,2,3,5
FZD6_FZD3_pg4,3,2,1
FZD6_FZD3_pg6,2,2,1
FZD6_FZD3_pg8,1,NA,2
FZD6_FZD3_pg9,10,6,15
G3BP2_G3BP1_pg1,2,1,NA
G3BP2_G3BP1_pg10,3,NA,1
G3BP2_G3BP1_pg12,8,2,1
G3BP2_G3BP1_pg13,2,2,NA
G3BP2_G3BP1_pg14,5,3,1
G3BP2_G3BP1_pg16,4,3,2
G3BP2_G3BP1_pg2,2,NA,NA
G3BP2_G3BP1_pg3,2,1,NA
G3BP2_G3BP1_pg4,1,1,1
G3BP2_G3BP1_pg5,6,2,3
G3BP2_G3BP1_pg8,2,1,1
G3BP2_G3BP1_pg9,3,3,4
GABPB2_GABPB1_pg1,1,3,4
GABPB2_GABPB1_pg10,1,1,NA
GABPB2_GABPB1_pg11,14,5,1
GABPB2_GABPB1_pg12,5,6,1
GABPB2_GABPB1_pg13,1,2,3
GABPB2_GABPB1_pg14,6,3,1
GABPB2_GABPB1_pg15,2,3,1
GABPB2_GABPB1_pg16,3,2,1
GABPB2_GABPB1_pg2,10,6,4
GABPB2_GABPB1_pg3,8,5,1
GABPB2_GABPB1_pg4,6,2,NA
GABPB2_GABPB1_pg6,13,8,6
GABPB2_GABPB1_pg7,5,2,2
GABPB2_GABPB1_pg8,1,4,1
GABPB2_GABPB1_pg9,1,1,3
GAD2_GAD1_pg1,2,2,NA
GAD2_GAD1_pg10,1,5,1
GAD2_GAD1_pg11,9,8,4
GAD2_GAD1_pg12,1,4,2
GAD2_GAD1_pg13,4,1,NA
GAD2_GAD1_pg14,2,2,2
GAD2_GAD1_pg15,3,6,3
GAD2_GAD1_pg16,4,2,6
GAD2_GAD1_pg2,3,2,5
GAD2_GAD1_pg3,4,4,9
GAD2_GAD1_pg4,1,2,1
GAD2_GAD1_pg5,3,1,NA
GAD2_GAD1_pg6,5,3,NA
GAD2_GAD1_pg7,6,2,4
GAD2_GAD1_pg8,2,1,2
GAD2_GAD1_pg9,9,7,6
CSAD_GADL1_pg1,2,3,2
CSAD_GADL1_pg10,3,3,NA
CSAD_GADL1_pg11,7,6,1
CSAD_GADL1_pg12,4,NA,NA
CSAD_GADL1_pg13,2,1,1
CSAD_GADL1_pg14,1,1,NA
CSAD_GADL1_pg15,2,2,2
CSAD_GADL1_pg16,1,NA,2
CSAD_GADL1_pg2,6,2,1
CSAD_GADL1_pg4,3,NA,3
CSAD_GADL1_pg5,7,4,NA
CSAD_GADL1_pg6,1,4,2
CSAD_GADL1_pg7,3,3,NA
CSAD_GADL1_pg8,2,1,NA
CSAD_GADL1_pg9,3,4,NA
GALNT1_GALNT13_pg1,6,3,2
GALNT1_GALNT13_pg11,1,1,1
GALNT1_GALNT13_pg12,4,NA,2
GALNT1_GALNT13_pg13,3,1,3
GALNT1_GALNT13_pg15,1,4,9
GALNT1_GALNT13_pg16,1,1,3
GALNT1_GALNT13_pg3,2,NA,NA
GALNT1_GALNT13_pg4,2,1,NA
GALNT1_GALNT13_pg5,4,1,2
GALNT1_GALNT13_pg6,4,2,1
GALNT1_GALNT13_pg7,3,1,3
GALNT1_GALNT13_pg8,4,3,3
GALNT1_GALNT13_pg9,1,1,2
GALNT6_GALNT3_pg1,6,15,10
GALNT6_GALNT3_pg10,5,3,1
GALNT6_GALNT3_pg11,5,3,NA
GALNT6_GALNT3_pg12,13,9,2
GALNT6_GALNT3_pg13,12,13,8
GALNT6_GALNT3_pg14,1,3,3
GALNT6_GALNT3_pg15,3,3,1
GALNT6_GALNT3_pg16,5,3,4
GALNT6_GALNT3_pg2,2,4,4
GALNT6_GALNT3_pg3,3,1,5
GALNT6_GALNT3_pg4,3,4,7
GALNT6_GALNT3_pg5,7,12,4
GALNT6_GALNT3_pg6,1,NA,2
GALNT6_GALNT3_pg7,2,2,1
GALNT6_GALNT3_pg8,6,5,3
GALNT6_GALNT3_pg9,8,9,6
GALNT10_GALNTL6_pg1,6,3,10
GALNT10_GALNTL6_pg13,1,3,2
GALNT10_GALNTL6_pg15,1,2,NA
GALNT10_GALNTL6_pg16,2,1,1
GALNT10_GALNTL6_pg2,8,6,4
GALNT10_GALNTL6_pg3,8,2,4
GALNT10_GALNTL6_pg4,6,6,4
GALNT10_GALNTL6_pg5,3,2,NA
GALNT10_GALNTL6_pg6,2,1,7
GALNT10_GALNTL6_pg7,2,2,3
GALNT10_GALNTL6_pg8,3,NA,NA
GALR3_GALR2_pg1,4,NA,3
GALR3_GALR2_pg10,10,3,NA
GALR3_GALR2_pg11,7,8,3
GALR3_GALR2_pg13,3,1,1
GALR3_GALR2_pg14,5,3,1
GALR3_GALR2_pg15,6,3,3
GALR3_GALR2_pg16,2,1,3
GALR3_GALR2_pg2,2,1,2
GALR3_GALR2_pg3,1,2,4
GALR3_GALR2_pg4,5,3,3
GALR3_GALR2_pg5,8,5,7
GALR3_GALR2_pg6,10,7,3
GALR3_GALR2_pg7,14,21,11
GALR3_GALR2_pg8,5,2,10
GALR3_GALR2_pg9,9,6,2
GAPDHS_GAPDH_pg1,6,2,2
GAPDHS_GAPDH_pg10,6,1,NA
GAPDHS_GAPDH_pg11,7,1,NA
GAPDHS_GAPDH_pg12,5,3,2
GAPDHS_GAPDH_pg13,6,3,3
GAPDHS_GAPDH_pg14,2,1,NA
GAPDHS_GAPDH_pg15,3,3,NA
GAPDHS_GAPDH_pg16,5,2,NA
GAPDHS_GAPDH_pg2,7,7,1
GAPDHS_GAPDH_pg3,6,6,1
GAPDHS_GAPDH_pg4,5,NA,NA
GAPDHS_GAPDH_pg5,4,3,4
GAPDHS_GAPDH_pg6,1,5,NA
GAPDHS_GAPDH_pg7,6,4,2
GAPDHS_GAPDH_pg8,4,NA,1
GAPDHS_GAPDH_pg9,1,2,2
GATA3_GATA2_pg1,2,4,7
GATA3_GATA2_pg10,4,2,5
GATA3_GATA2_pg11,7,5,4
GATA3_GATA2_pg12,7,8,2
GATA3_GATA2_pg13,6,1,5
GATA3_GATA2_pg14,11,2,4
GATA3_GATA2_pg15,5,3,NA
GATA3_GATA2_pg16,1,1,5
GATA3_GATA2_pg2,15,8,6
GATA3_GATA2_pg3,9,5,1
GATA3_GATA2_pg4,6,7,6
GATA3_GATA2_pg5,5,7,7
GATA3_GATA2_pg6,4,7,4
GATA3_GATA2_pg7,10,10,13
GATA3_GATA2_pg8,6,5,2
GATA3_GATA2_pg9,2,4,5
GDI2_GDI1_pg1,4,NA,4
GDI2_GDI1_pg10,6,7,4
GDI2_GDI1_pg11,3,2,7
GDI2_GDI1_pg12,7,7,9
GDI2_GDI1_pg13,2,NA,1
GDI2_GDI1_pg14,8,7,9
GDI2_GDI1_pg15,7,9,2
GDI2_GDI1_pg16,8,7,8
GDI2_GDI1_pg2,3,10,5
GDI2_GDI1_pg3,8,11,8
GDI2_GDI1_pg4,16,11,15
GDI2_GDI1_pg5,1,NA,NA
GDI2_GDI1_pg6,9,6,6
GDI2_GDI1_pg7,5,3,5
GDI2_GDI1_pg8,9,3,11
GDI2_GDI1_pg9,3,NA,1
GFOD2_GFOD1_pg1,11,10,6
GFOD2_GFOD1_pg10,3,2,3
GFOD2_GFOD1_pg11,1,NA,2
GFOD2_GFOD1_pg12,2,1,NA
GFOD2_GFOD1_pg13,4,5,2
GFOD2_GFOD1_pg14,5,4,9
GFOD2_GFOD1_pg15,6,6,4
GFOD2_GFOD1_pg16,7,7,5
GFOD2_GFOD1_pg2,3,10,3
GFOD2_GFOD1_pg3,1,2,1
GFOD2_GFOD1_pg4,2,5,6
GFOD2_GFOD1_pg5,7,3,4
GFOD2_GFOD1_pg6,5,6,3
GFOD2_GFOD1_pg7,3,4,2
GFOD2_GFOD1_pg8,9,4,4
GFOD2_GFOD1_pg9,9,3,NA
GFPT2_GFPT1_pg1,5,4,1
GFPT2_GFPT1_pg10,7,2,1
GFPT2_GFPT1_pg11,2,4,NA
GFPT2_GFPT1_pg12,1,NA,NA
GFPT2_GFPT1_pg13,5,2,NA
GFPT2_GFPT1_pg14,6,7,NA
GFPT2_GFPT1_pg15,4,1,NA
GFPT2_GFPT1_pg16,3,3,NA
GFPT2_GFPT1_pg2,6,1,NA
GFPT2_GFPT1_pg3,1,2,NA
GFPT2_GFPT1_pg4,4,1,NA
GFPT2_GFPT1_pg5,1,NA,NA
GFPT2_GFPT1_pg6,4,5,NA
GFPT2_GFPT1_pg7,9,2,NA
GFPT2_GFPT1_pg8,4,NA,2
GFPT2_GFPT1_pg9,1,1,NA
GIT2_GIT1_pg1,2,7,1
GIT2_GIT1_pg10,1,1,NA
GIT2_GIT1_pg11,1,1,NA
GIT2_GIT1_pg12,4,NA,1
GIT2_GIT1_pg13,4,4,4
GIT2_GIT1_pg14,7,6,2
GIT2_GIT1_pg15,6,7,3
GIT2_GIT1_pg16,6,2,2
GIT2_GIT1_pg2,15,8,2
GIT2_GIT1_pg3,7,5,1
GIT2_GIT1_pg4,11,10,4
GIT2_GIT1_pg5,7,4,3
GIT2_GIT1_pg6,14,9,7
GIT2_GIT1_pg7,3,5,3
GIT2_GIT1_pg8,3,2,NA
GLB1L_GLB1_pg1,3,3,3
GLB1L_GLB1_pg13,9,10,7
GLB1L_GLB1_pg14,4,4,1
GLB1L_GLB1_pg15,6,6,1
GLB1L_GLB1_pg16,2,4,NA
GLB1L_GLB1_pg2,9,12,5
GLB1L_GLB1_pg3,2,2,2
GLB1L_GLB1_pg4,4,8,NA
GLB1L_GLB1_pg5,6,6,4
GLB1L_GLB1_pg6,4,3,3
GLB1L_GLB1_pg7,4,3,6
GLB1L_GLB1_pg9,1,NA,1
GLB1L3_GLB1L2_pg1,5,2,3
GLB1L3_GLB1L2_pg10,4,3,5
GLB1L3_GLB1L2_pg11,5,1,3
GLB1L3_GLB1L2_pg12,6,3,2
GLB1L3_GLB1L2_pg13,2,4,3
GLB1L3_GLB1L2_pg14,5,8,5
GLB1L3_GLB1L2_pg15,9,2,4
GLB1L3_GLB1L2_pg16,3,NA,1
GLB1L3_GLB1L2_pg2,2,2,NA
GLB1L3_GLB1L2_pg3,4,2,NA
