targets	p_val_ttest_late_RepA	p_val_ttest_late_RepB	p_val_ttest_late_RepC	p_val_wil_late_RepA	p_val_wil_late_RepB	p_val_wil_late_RepC	fdr_vals_ttest_late_RepA	fdr_vals_ttest_late_RepB	fdr_vals_ttest_late_RepC	fdr_vals_wil_late_RepA	fdr_vals_wil_late_RepB	fdr_vals_wil_late_RepC
ENOX2_ENOX1	0.6394344895762585	0.34872986205977885	0.012889754838809482	0.23590242064218434	0.3545000357386224	0.029823017975661295	0.7767186452315019	0.5551650045155676	0.06671581650238075	0.4466534802600181	0.5642366410759253	0.11633558109125113
ARPP19_ENSA	0.9373625635973388	0.49554418662945654	0.8807950496821766	0.8627652859690291	0.6574684541062512	0.7925194052650657	0.9597250899654662	0.6906772831235998	0.9296828405325096	0.9123698609323408	0.8095121934376819	0.8863506271245754
ENTPD7_ENTPD4	0.3264792244899237	0.9555090243716606	0.31568313559951766	0.3549760615700967	0.6403151727088636	0.3616287231259694	0.5262497671746814	0.9756217533869993	0.5197138702947569	0.5668609975460459	0.7974904811247032	0.5643599769996188
CREBBP_EP300	0.005853248483399935	0.0035437329626650067	8.054865266313758e-4	8.852000572587589e-4	0.0030148070393470412	4.584832910286131e-4	0.040462053274509614	0.03417927603157754	0.012200751800445839	0.012663278596896133	0.033034587771568646	0.008432817674276276
EPC2_EPC1	0.034995717096007135	0.03001465611948791	0.011085183240557274	0.05455090428239673	0.02042652568806959	0.013935181624286714	0.13203512310947746	0.12374370490989967	0.06105742640520851	0.17449512860518207	0.09924208235241357	0.0700157906000747
ERC2_ERC1	0.1261763072660927	0.013125865691438716	0.001009645656918028	0.08267029573872438	0.06973727404565469	2.235705263671386e-4	0.29270629838755735	0.07638215628351343	0.013505649696435959	0.22646384205022901	0.20233631624513898	0.005904554927132121
ERLIN2_ERLIN1	0.525484412225614	0.15151005728065323	0.11924245630139066	0.5270296452166157	0.17069056328757107	0.11859315981175353	0.6950964408923445	0.3245762588811758	0.28252139893324146	0.7022516618022175	0.3566151727914771	0.27635962580567003
ERO1B_ERO1A	0.10260625075562962	0.9124905498622922	0.19058422469108935	0.3484011804651208	0.9215055442777366	0.4627885520853598	0.2599524499233775	0.9570929392649298	0.3883664357407131	0.5598334101077604	0.9605808901213214	0.6556701632020916
ESRP2_ESRP1	0.4775751375504441	0.8025937624165045	0.06624746386562232	0.31059132349708735	0.535368214177708	0.06386235422741923	0.6672663379840901	0.9094296757854782	0.19006932529691084	0.5231752860832669	0.7217660479097371	0.19215407647600183
ESRRG_ESRRA	0.14945789826073705	0.04406795072988412	0.09380916835954214	0.2001983335105079	0.15909204776944194	0.19141121993691101	0.32340679665663685	0.15438771854347158	0.23740721405180282	0.39884774374433873	0.3428134083734837	0.3873350816012148
ETS2_ETS1	0.5439207990416101	0.2045136626849578	0.09690364948157479	0.4031667614839321	0.5607763472306972	0.0755925054420847	0.7055899534166982	0.3932449602401289	0.2440360854914964	0.615202613819926	0.7386184624649849	0.20986598545915702
EVI5L_EVI5	0.29536102213827214	0.4148729519584399	0.7213974264527985	0.38205157486832003	0.4323826939539886	0.5867544580343169	0.49872434885642675	0.6243302677379592	0.8238379754781797	0.5953299880701507	0.6286252000911404	0.7487809453813657
EXOC6B_EXOC6	0.419366456888392	0.06181936596656729	0.05096905577528476	0.41035764625697557	0.0755925054420847	0.0755925054420847	0.6183808741338951	0.1906405597172584	0.16103720076240277	0.6183983573792682	0.2115768494710523	0.20986598545915702
EZH2_EZH1	0.01297990611453204	0.0404799335860129	0.02564005653872668	0.0048107191545222455	0.022287458587904253	0.028983064381197448	0.06786448374603046	0.14877799265332298	0.10397345761767118	0.03643412300851406	0.10340577633126748	0.11394105462837165
FAHD2B_FAHD2A	0.6607047615462027	0.6532725687365215	0.055499976993405906	0.45507722528330424	0.8313519113785419	0.06386235422741923	0.7925546888848969	0.8124162736536452	0.1703150552330885	0.6546501983824069	0.9125870386684611	0.19215407647600183
FAM102B_FAM102A	0.06744856064086545	0.042210630168529766	0.024520143129718574	0.10236227928934659	0.01659800025559944	0.015347724604103757	0.19837659946887654	0.15255069850380934	0.10178499222791346	0.2577827571345403	0.08904135553785116	0.0752769349629851
FAM120C_FAM120A	0.8114252760406966	0.8790912900311445	0.5977886187799595	0.879670927362868	0.5788376037330558	0.6553113976933254	0.886286356651026	0.9417110569329736	0.7417188119151562	0.9273910493180697	0.7556435131115937	0.7975131343353262
FAM126B_FAM126A	0.0043488278679091885	4.20798713492069e-4	0.004452985216992925	0.0035918151508196163	7.536154210325829e-5	0.001082007028676627	0.03430717843239396	0.009850515338564342	0.035554843205447384	0.030324341027411515	0.002985476475629078	0.013208231580631976
FAM133B_FAM133A	0.09512935133742996	0.6833278895613382	0.10797032620028899	0.10574538945688022	0.9053630048897241	0.0769056084276766	0.24373938277998225	0.8349048914203846	0.2616692611442298	0.2611936478191526	0.9525269612220795	0.21236669351342333
FAM160B2_FAM160B1	0.6747621697896931	0.5313560476244439	0.8425059729522699	0.6312468133569991	1	0.7919139625571049	0.8034740287669178	0.7201272750699701	0.9115348236773508	0.7756608098155227	1	0.8863506271245754
FAM168B_FAM168A	0.47282868775698195	0.6837640062030902	0.22461680687727478	0.43254791254822966	0.6313176660325287	0.23819872032690212	0.662603467196859	0.8349048914203846	0.42603068953597856	0.6382870342760408	0.7917024567338485	0.4438320721286678
FAM200B_FAM200A	0.037802080476716786	0.007762981118746181	0.005269746596257489	0.06251854981328478	0.02526793130870455	0.0018763461849038438	0.13807142869155423	0.05514393484350736	0.03961926273098696	0.18719216949907944	0.112666533540977	0.01840606257572342
FAM209B_FAM209A	0.1468824234287363	0.8403662760257167	0.31988862979749594	0.13863201276898124	0.8036950400385737	0.09632158934010371	0.3210817609523523	0.9227902604546783	0.5225755013518179	0.3124528952998921	0.9066877231541411	0.24403205051499224
FAM24B_FAM24A	7.417818056061257e-4	0.043891776716615045	0.026671117191469987	7.69176842296665e-4	0.027259036831864685	0.043744608809556364	0.012525168193021467	0.15438771854347158	0.10562672089293282	0.012003820417660075	0.11601986750752326	0.1498547682491717
FAM47B_FAM47A	0.2376970447019619	0.015399544597549593	0.30075634599426043	0.1127087089190034	0.018823633325935923	0.2986136052089451	0.4291367962878681	0.08319841393524192	0.5078344858591611	0.270605991110894	0.09411816662967962	0.5067084239954093
FAM49B_FAM49A	0.06043169435549817	0.11514828960352876	0.3052634496298234	0.03267345619684224	0.07068853544968413	0.2582786198309043	0.18415575498864825	0.27315703359013627	0.5095457703505853	0.12899012537885882	0.20452020087970407	0.4680434664899896
FAM50B_FAM50A	0.7440303595755302	0.38909674460507393	0.6156149402710565	0.7147067762172454	0.552242426345903	0.8017278748055616	0.8439991964347975	0.5990577682260481	0.7523594752080882	0.8179421994486252	0.7368001284148706	0.8927348227564632
FAM76B_FAM76A	0.8536954705333415	0.8184788213446542	0.9592038285271665	0.7397951353040236	0.6017328776962731	0.7010641742290435	0.9065013759271564	0.9139375328092869	0.9791674364548876	0.8349699308736007	0.7708766965511957	0.8299955166159941
FAM78B_FAM78A	0.03273093303408319	0.4449517068449329	0.15906148911436668	0.016401189116037006	0.3419042207918071	0.09390745897127056	0.12529386118125138	0.6513414901637717	0.3413194453912452	0.07986297269226954	0.555459538510349	0.24001161970324733
FAM9C_FAM9B	0.1458132094940285	0.692012271835448	0.10378791889302363	0.01451515118225908	0.7764435135197806	0.13712123201470797	0.3210817609523523	0.8381430079108902	0.25589277100548735	0.07438112297376544	0.8955619472848534	0.30504291355323804
DPP4_FAP	0.005705866002096266	0.2609300087714217	0.1603383859951709	0.003782785954295454	0.2812325814478012	0.16675601965739667	0.03970974312269699	0.45398295445027764	0.3426318206950747	0.0306792876608214	0.4954327800482686	0.35052795968799705
FAR2_FAR1	0.0012357723087063626	0.023102265411161983	0.10857917911084576	0.0010485525467787537	0.01819037929955603	0.0755925054420847	0.01612912706421722	0.10670553082285579	0.26252712320227967	0.014026092508858654	0.09336550324826687	0.20986598545915702
FARP2_FARP1	0.01721319184149678	0.0034939140858622508	0.006422401882590194	0.00825546472826341	0.002611102381742361	0.005853631515548397	0.08284854017169012	0.03417927603157754	0.04323577737952876	0.05184834554945922	0.02988261614660702	0.04000412790337015
FAT3_FAT1	4.2515593594116374e-4	1.558253115236971e-4	0.0688649995805559	0.001230866685077274	2.4835124316487485e-4	0.015022839878785206	0.009167241367155706	0.0055344852023933785	0.19486524606585875	0.016048008678855596	0.005946714140543254	0.07439194747667674
FBP2_FBP1	0.3471685544847898	0.0780416927240844	0.12514580638108871	0.18291121108900055	0.07987298466564872	0.06759300107897472	0.5467639313751276	0.2220523301265385	0.2903157220101833	0.3813735777766611	0.22056078875500854	0.19891654603241132
FBXL20_FBXL2	0.3087387495296193	0.22833403589735213	0.7221926952744083	0.33548529681839534	0.23326706662125002	0.8712192465315819	0.5079886773410669	0.42072282106309966	0.8238379754781797	0.5479183313906636	0.4368455974907046	0.9270204792639767
FBXO17_FBXO27	0.5946982421555669	0.022000651189741902	0.1832251161180743	0.1480999951926139	0.02014820889106836	0.04911751588082542	0.7506607713483258	0.10328658039283424	0.37972207163303123	0.32594657061622295	0.0988221674180972	0.16198695346392303
FBXO25_FBXO32	6.401117186769187e-4	0.012280831985155713	0.05604136473176572	0.00891714608683645	0.022659778916676684	0.0692176719474212	0.012209538337726412	0.07385753584809347	0.17128369636118307	0.05467059803239015	0.10466175912186988	0.20254034689160183
CDRT1_FBXW10	0.4706327191027836	0.3051238049274585	0.08717440916075962	0.7337713589645833	0.23829042319141097	0.06030342166061783	0.6622290992839714	0.5068992243149714	0.22769903114655263	0.829620746139979	0.44303093120424786	0.18596564164801305
BTRC_FBXW11	0.008059083965953779	0.10378153791022594	0.003645099460417022	0.04925985031149095	0.1931245728891394	0.04710731574296302	0.05018447101149405	0.25634288740415523	0.031817393595165534	0.16262065968216563	0.38550060092211935	0.15702438580987674
FCGR1B_FCGR1A	0.08481148873157496	0.1577027086457491	0.07621802519979853	0.0890246097553006	0.17876760930318938	0.1216243703726535	0.22853164315309354	0.33422590515457107	0.20827412734905565	0.23572068906930496	0.36679409876949215	0.2796274586692703
FCGR3B_FCGR3A	0.8424268783181629	0.5168585257565094	0.31778175491897165	0.6945446265040094	0.4734117870369824	0.3183035309763698	0.9010380941513061	0.7100310919021677	0.5212025598193325	0.8116570018834538	0.6670508080001256	0.5296488479897592
FCN2_FCN1	0.3191916299462149	0.4593406394052467	0.02382881826220026	0.36252897278945423	0.4668500101493182	0.03724625974302124	0.5210259569645029	0.6626342557246556	0.09936713688285938	0.5735865468097355	0.6623354138482063	0.13543195296801128
FEM1C_FEM1A	0.3236909408344165	0.4475963533781604	0.8178099633699142	0.7052399661810469	0.3549760615700967	0.97210773121108	0.5225731489960016	0.6513414901637717	0.8926031276107564	0.8161765900746947	0.5642366410759253	0.9903768181477867
FES_FER	0.004441246325733543	0.6702291622163585	0.09907090830920164	0.0068301995602694015	0.17069056328757107	0.20927637758180836	0.034394614402297366	0.8247107107162114	0.24767727077300408	0.044245946836965304	0.3566151727914771	0.4070447138512638
FEZF2_FEZF1	8.91511482887429e-5	1.7622766968265094e-5	1.6173150613534083e-4	8.205447522293168e-5	3.8496627611934135e-5	6.041629486132849e-4	0.0030608560912468398	0.0014549627405956932	0.004899513274100031	0.0029143486027455043	0.0023324427317818917	0.009151291721642404
FKBP9_FKBP10	0.7572101032340031	0.7094177528802006	0.36309812840285205	0.7741864685372369	0.7966179386366126	0.3735270580730141	0.8523785861541237	0.8460597028585211	0.5688101167294336	0.8537602383226489	0.9036525074842632	0.5733259484889303
FLVCR2_FLVCR1	6.687787161840555e-4	0.008541296056732837	0.0022129785464968786	5.002982861231868e-4	0.002205859251573701	0.0015629510121994603	0.01252440141217413	0.058561138925563694	0.02279367902891785	0.00954272656864597	0.02641901196652223	0.01659628394397365
FN3KRP_FN3K	0.16183078774385032	0.0585870396837367	0.7043094819495288	0.19340306650553377	0.02526793130870455	0.7594293867387204	0.34017492117584863	0.18397759412880732	0.8129824667152996	0.3905983500013721	0.112666533540977	0.8662372849843655
FNDC3B_FNDC3A	0.02431525779325595	0.3218996291329651	0.018009846698234865	0.018823633325935923	0.24856510371085164	0.029930999018622863	0.10180778669533995	0.525446304289943	0.08181940114867305	0.08917685594354437	0.45393981706059783	0.11633558109125113
FOXR2_FOXR1	0.9761044099446836	0.799992741068505	0.3841995396836857	0.9110740041345513	0.8148483241769906	0.3545000357386224	0.9823500220305379	0.9084812825805515	0.5862600383321426	0.9463296932856451	0.910296934818113	0.557355706428658
FRAT2_FRAT1	6.0467266330187155e-5	4.433087753497427e-6	3.341711889977365e-5	7.78144443203336e-5	4.7936987416505375e-5	1.3136340672086525e-4	0.002342783767410917	6.522971980146213e-4	0.0020969744471982694	0.0028624599160694147	0.002553256828646643	0.003936362120656292
FRMD5_FRMD3	0.13517208281577084	0.043403277427324534	0.344277965786874	0.21969999461865833	0.1236630416557302	0.535146932797997	0.30734491236256944	0.15438771854347158	0.5506309080131679	0.425359012137628	0.2881740563470636	0.7217660479097371
FRYL_FRY	0.09011430201336247	0.362910804787388	0.037337627671112386	0.09143983899707103	0.41035764625697557	0.04488680424224384	0.23677992620857996	0.570684166306885	0.13125514164247698	0.23783594486611911	0.6148030180921794	0.15108956983500377
FSCN2_FSCN1	0.010424677387293219	0.8833669851151709	0.14220844488553394	0.011503870996456613	0.4031667614839321	0.1343585627302595	0.05964817222247407	0.9430321961559643	0.31773253412603025	0.06474856353196891	0.610725686796231	0.29954398184451797
FSD1L_FSD1	0.8194233786535623	0.318463681960807	0.992833783394271	0.9075710429267486	0.6167630066229556	0.583358376087457	0.8884274526454412	0.5206628451105257	0.9979845072134333	0.9451953227649658	0.7833118333189202	0.7473372230971154
FSTL5_FSTL4	0.19807492249055358	0.04959630794595533	0.9158456662381472	0.21126146518386973	0.09831697099635352	0.9817334844800755	0.3842131264882678	0.16532102648651775	0.9528495315406986	0.4121199036730792	0.2497127644012505	0.994035279642796
FUCA2_FUCA1	0.1245239473830395	0.08444160870250927	0.021958792747951532	0.09084407525939862	0.1541892206591866	0.01280381325267005	0.2901802393767663	0.2311258798962811	0.09423981887662533	0.23783594486611911	0.3364722399978013	0.06528677054579284
FUT2_FUT1	0.6508769264087946	0.5847993922451729	0.47531191447392884	0.6318246790633238	0.3813247121264729	0.5570415743535795	0.7870679018243835	0.7614960480562933	0.6615827998758739	0.7756608098155227	0.5873330180811487	0.7290824012177592
FZD6_FZD3	0.251272508156658	0.23295348394340798	0.6432835197639433	0.12752231630661384	0.1676367717555415	0.16542876405255552	0.44392913104864107	0.42629308577512776	0.7740444221458663	0.2959646679186772	0.3552795780004274	0.34844913491642576
G3BP2_G3BP1	0.6130627664347483	0.426703702745615	0.5188019788510893	0.5473979208353934	0.34555118182016825	0.3782385827176463	0.7598732243415051	0.6342060805598606	0.6877297789145713	0.7219204333680603	0.5596190523188259	0.5754589958628888
GABPB2_GABPB1	0.15981239940977507	0.03800208180801039	0.03421042934981993	0.1932062781448453	0.057212433403494016	0.024704693093979	0.33661916440095774	0.1421615679506153	0.12234979941081434	0.3905983500013721	0.18175951471602184	0.10137782425019272
GAD2_GAD1	0.17627353317664823	0.5992139054308683	0.5509794065757438	0.12786823031437997	0.4398737765487805	0.33548529681839534	0.35717611316427506	0.7714879032422429	0.7041051969888538	0.2959646679186772	0.6363342554006235	0.5458923471136606
CSAD_GADL1	0.5122206154859491	0.036122609407992	0.04840307803222865	0.41066454024021304	0.013848383369292595	0.041245106227957753	0.6920293324385722	0.13882943167996925	0.15482972165588668	0.6183983573792682	0.07880571751586393	0.14598783304053775
GALNT1_GALNT13	0.8888740251573595	0.2226578014200033	0.6307257115024305	0.7919139625571049	0.25914570379792595	0.6678397874907093	0.9304270791789433	0.4132207846173034	0.7608463881078379	0.867697156674095	0.46828083317870833	0.8037679738518435
GALNT6_GALNT3	0.08629048829181961	0.13964712462822879	0.0037494829815306243	0.02716450008974409	0.12471583123130346	0.001431798203315689	0.2314562576577453	0.3080011528202905	0.032183062258137864	0.11328934646074061	0.2886681037488597	0.01552370683594905
GALNT10_GALNTL6	0.8263523206147464	0.7570735903060761	0.85089398297553	0.7945742868859499	0.9425870240748133	0.21668251257689833	0.8912490997206165	0.8771076131994411	0.9158413361329788	0.8678807163229357	0.9718364712683261	0.41676738718587397
GALR3_GALR2	0.3064011376367687	0.9348183841374885	0.18915691391564676	0.311365485795187	0.8372952730988148	0.21925052356719393	0.5049490748253948	0.9667298550819409	0.38657067724824634	0.5231752860832669	0.9174618417997651	0.41898376869547443
GAPDHS_GAPDH	0.8407850769173739	0.3347790325501748	0.0015236522707543592	0.7931265601170345	0.5944125454020526	0.008526566355380752	0.9002168702961487	0.5421735904507549	0.017058280857358585	0.867697156674095	0.7653061522051428	0.051027116965833653
GATA3_GATA2	0.002875894056002425	0.0016598309600025524	0.009848146196574441	0.006324971886023329	7.981038061442992e-4	0.008896393013844478	0.02797130327940092	0.02195506700552048	0.05635328101373153	0.04286000685923703	0.013048363814740128	0.051769970645535665
GDI2_GDI1	0.08867921838302045	0.1520189124189209	0.3038586615425092	0.022287458587904253	0.011927095296115405	0.0715011194196694	0.2354113271508017	0.3248536925134617	0.5087671726947957	0.09902025314062372	0.07269176423076253	0.20457264722849855
GFOD2_GFOD1	0.8656057931307408	0.5455462542983609	0.87158589669763	0.8412823229438158	1	0.8712192465315819	0.9120790065493494	0.7297566778276775	0.9235941086404926	0.8979490079089433	1	0.9270204792639767
GFPT2_GFPT1	0.007426297573490458	0.020920882979341703	7.716360879060482e-4	8.155607305377372e-4	0.020797450652329092	0.007691161382974537	0.04750985404158492	0.09960445935868895	0.012200751800445839	0.01247289921308965	0.09977385840215977	0.04715414419323675
GIT2_GIT1	0.7960563677588988	0.8994948901955606	0.5164798869109188	0.7539497353668853	0.8598754624491621	0.6267079775991372	0.8788189268935324	0.9508842619735656	0.6874345876116501	0.8413523590768058	0.930801753839885	0.7814881560860911
GLB1L_GLB1	0.2528995950032251	0.46876380284391783	0.1066446788933924	0.1142478707294377	0.6365945797056811	0.0881244371970348	0.4460386692693868	0.6724606085365396	0.2596785325300099	0.27366350430539726	0.7967101058284952	0.2305757285833984
GLB1L3_GLB1L2	0.01935650212757293	0.009172098220200476	0.007314042073853424	0.005853631515548397	0.007096169214202958	0.03399388137795053	0.09042799261193117	0.06017363800513688	0.04691674356005052	0.040464701080636566	0.05258312439301473	0.12686122398293131
GLS2_GLS	0.2619209920242833	0.8480699873895499	0.9304270685614585	0.22735151392416172	0.7828546504029168	0.818853036075834	0.4572519013305285	0.9253306006474962	0.9650955494645541	0.43607459840202345	0.8979290533574659	0.9069017496323752
GLUD2_GLUD1	0.02343969706040814	0.006651481943626046	9.136217822432274e-4	0.04626153719396454	0.0048107191545222455	5.245773044379695e-4	0.09933713134396435	0.05112706270100617	0.01306986716264617	0.15597571170153818	0.04178866487786997	0.008714751993082397
GMFG_GMFB	0.5157968667422732	0.4197362220882582	0.4305511737448211	0.5217338508805449	0.4267780864137737	0.5217338508805449	0.6926607206578115	0.62747214622773	0.6240814591279686	0.6997211802173975	0.6286252000911404	0.7139979793506164
GMPR2_GMPR	0.7391896670911828	0.9722792952111874	0.6491565446611447	0.8465784781581217	0.8890631102398379	0.36101472455716116	0.8403591138012344	0.9827749500171963	0.7752725533501829	0.9012046476185019	0.9464138823639693	0.5643599769996188
GNA13_GNA12	0.43399359952099736	0.20726339778948666	0.48587044388869116	0.4645655497291197	0.2749999138102013	0.311365485795187	0.6295963486008835	0.3960692017127482	0.6700597951694093	0.6609150776533056	0.4892053734447449	0.5214739030390937
GNPDA2_GNPDA1	0.453721457365159	0.08840899887015717	0.6139786064288898	0.6166267867802524	0.13863201276898124	0.6872351654728353	0.6470035608709961	0.23775788207901274	0.7519595298712919	0.7670598917677053	0.313253396824395	0.8183262664011796
GOLGA7B_GOLGA7	0.0015871325625180953	0.0015851956092068548	6.865146160011873e-4	0.0016325960273850435	0.00137009783114874	0.0016325960273850435	0.019008680690623697	0.02169473802536715	0.011405000878729402	0.019328435726512584	0.018816010214442694	0.01696946741624281
GOLPH3L_GOLPH3	0.0031637330978874388	0.005636134007141763	0.018691956360001642	8.615579026562813e-4	9.445613228169701e-4	0.006610456920603121	0.028190307399201715	0.0457103781681576	0.084072991488217	0.012663278596896133	0.014669589853347825	0.04355870607263821
GOLT1B_GOLT1A	0.9358214517910186	0.505645872394149	0.7989210266666434	0.9840292289266791	0.46867179298400274	0.8759240144349912	0.9597250899654662	0.700020495384373	0.8819814120757157	0.9927033357438585	0.6630933334801138	0.9310647418658834
GPAT4_GPAT3	0.03493394273716332	0.9010320773652427	0.01726956091531604	0.03293631356761152	0.9822482224866949	0.011927095296115405	0.13203512310947746	0.9508842619735656	0.08048709385871278	0.12899012537885882	0.990906629932709	0.06325032241789925
GPC6_GPC4	0.8569162407540568	0.2459580171021369	0.6475315997992435	0.8512380504509294	0.2986136052089451	0.8412823229438158	0.9080491028566651	0.43754189570846463	0.7752725533501829	0.9020320904984127	0.5134758153008572	0.9208510017344637
GPD1L_GPD1	0.0895335597190932	0.36226512948066614	0.026765605973840256	0.0715011194196694	0.07352354044618065	0.011094028447223101	0.23609601183648793	0.5705398828212326	0.10562672089293282	0.20067071662741	0.2080473809328738	0.05982643612900415
GPR21_GPR52	0.2795754765472593	0.8375744433833627	0.9535588940519029	0.3045633763254176	0.5867544580343169	0.97210773121108	0.4783434233283672	0.9221670110720337	0.979105184493668	0.519371320554934	0.7591154377266544	0.9903768181477867
GPSM2_GPSM1	0.4051169571128408	0.3700347867193825	0.23847908894796813	0.41035764625697557	0.32288188107716564	0.1480999951926139	0.6052512191465232	0.5783548259802185	0.4375199642214877	0.6183983573792682	0.5372671042156392	0.3196787521398562
GPX2_GPX1	0.8107684556760828	0.02338326423966601	0.8539743741828512	0.2433896656653029	0.028983064381197448	0.4031667614839321	0.886286356651026	0.10752125967346424	0.9158413361329788	0.45251147226581584	0.1208605518730096	0.6009576907792331
GREB1L_GREB1	1.5623029806075606e-5	0.002739544284151589	0.009426081165727395	3.7477483742041274e-6	6.330967318784446e-4	0.002205859251573701	9.46571805897522e-4	0.030341189383614374	0.05516399773124555	5.51454403632893e-4	0.011242924721289618	0.020320626323203573
GREM2_GREM1	0.4066347996596059	0.10884581114571425	0.08308589042880893	0.5105536784369668	0.06206178170753779	0.0715011194196694	0.6052512191465232	0.2624961228618715	0.21999605949016246	0.6919345905132577	0.18663872122994896	0.20457264722849855
GRHL2_GRHL1	0.04493848520004054	0.1948613209581721	0.014126518754510735	0.07987298466564872	0.17469424109541626	0.04488680424224384	0.15428879918680585	0.3786927558243722	0.07063259377255367	0.21997105402571707	0.3605913192951478	0.15108956983500377
GRID2_GRID1	0.450120198365079	0.19645796841259694	0.07084443384035821	0.42591667116025483	0.32181024072726155	0.144538468876115	0.6439219504389324	0.3804610553642728	0.19707854702474245	0.6330363222150973	0.5372671042156392	0.3154765774629287
GRIK5_GRIK4	0.35772881655912714	0.7354128570574503	0.28198877223561325	0.4031667614839321	0.42496601753990787	0.7919139625571049	0.5588670876040525	0.8599121872393033	0.48651329213179506	0.615202613819926	0.6279985625051723	0.8863506271245754
GRIN2B_GRIN2A	0.7771488364289939	0.9068109791591472	0.5646135729953885	0.7723861968771627	0.8214483524849261	0.6403151727088636	0.8644312111467211	0.9560033864216189	0.7126862502270223	0.852687870078754	0.9112517681654705	0.7898498537606341
GRIP2_GRIP1	0.01966589353890542	0.3839313300584961	0.3623291105589298	0.011318654657572362	0.22470471392523522	0.21124851190254967	0.09042799261193117	0.5946605563312045	0.5688101167294336	0.06474856353196891	0.4262354610368182	0.4089961790594477
GRK3_GRK2	0.0017092611071557844	0.02421490592814125	4.478974547413779e-5	1.4744662659082444e-5	0.001199407458546529	0.001940692664346749	0.02000612432239157	0.110359969495511	0.0020969744471982694	0.0011682309645273013	0.017399854680322884	0.01868143405866497
GRM3_GRM2	0.20366850263324549	0.37089527486350615	0.5632144527546834	0.23275711467775032	0.2928354689316646	0.4517140053120085	0.38776073514277787	0.5788214138021384	0.7117924985734035	0.4432935029887224	0.5069252655455707	0.6462019798213455
GRM1_GRM5	0.18056190487017074	0.010603671428965532	0.033159598840595224	0.11707308272045677	0.023889730589433167	0.09967369406006539	0.36312914940953545	0.06702651561261092	0.12052601367579241	0.27784625622596887	0.10922332360183755	0.24979052282692785
GSK3B_GSK3A	0.005435339367210275	8.313853526966767e-4	8.498984964719561e-4	1.5848093401731354e-4	3.1960004589720245e-5	4.753832549242954e-6	0.03834520238511359	0.01403814611930454	0.012485506774768665	0.004371446493351337	0.0023324427317818917	8.133998114669173e-4
GSPT2_GSPT1	0.17222728671176257	0.09359750702691626	0.8123665024820191	0.2352969685046111	0.10806775660893304	0.5308747933599155	0.35337471177911445	0.2447936855841034	0.8900851901605161	0.446327582982964	0.2650233078742882	0.719475048895675
GSTO2_GSTO1	0.10687155186906085	0.17645607367995428	0.13491897433194003	0.08820081268141647	0.22443022761525214	0.09355067605274955	0.2663558127833847	0.3542880231780759	0.30949886110435754	0.23572068906930496	0.4262354610368182	0.24001161970324733
GXYLT2_GXYLT1	0.04932287659783695	0.06481797009301085	0.08020319343788153	0.052120015836546116	0.021553402592315037	0.00283827966293764	0.16301430252210913	0.1963603211641211	0.21472598302296084	0.16828719846909876	0.10136988433828532	0.02416056242004768
GYS2_GYS1	0.659147375602446	0.004316039923730876	0.1641687008185937	0.9502268106658691	0.020909623965199672	0.19559109037943262	0.7922074642596492	0.03832345794347243	0.34650361033432686	0.9774647682284121	0.09977385840215977	0.39252689577951977
H2AFZ_H2AFV	0.011894482688308191	0.0035249174262600557	0.013555332349433867	0.03241199311742959	0.00863222993686687	0.010566564924436089	0.06440360540431311	0.03417927603157754	0.06844113882312197	0.12899012537885882	0.06048433221069984	0.05820086562657311
HACD2_HACD1	0.6562222716242199	0.7997009313761858	0.6458638817524882	0.7147067762172454	0.622233625467066	0.543772756990869	0.790536771664265	0.9084812825805515	0.7744351550699219	0.8179421994486252	0.7861268190281506	0.7226915350975421
HAND2_HAND1	0.022194063746722854	0.04395520671447482	0.012883029865047208	0.029284274624038296	0.10574538945688022	0.04037019583306239	0.09596754822201391	0.15438771854347158	0.06671581650238075	0.12065121145103778	0.2611936478191526	0.1438799367060701
HARS2_HARS	0.8231760909017412	0.05589505397029742	0.18577053939311053	0.9341140555266183	0.031010990057624956	0.24406214440127222	0.8906211907865477	0.17935173080811945	0.38192346422136497	0.9669723388868512	0.12575322739903033	0.4489000155951971
HCRTR2_HCRTR1	0.32189674859140527	0.9656846658301962	0.722289092642519	0.311109296254415	0.8822392256047025	0.7276085098426046	0.5221317339356653	0.979955867788278	0.8238379754781797	0.5231752860832669	0.9406898575288235	0.8472920400600009
HEATR5B_HEATR5A	0.04757298495580865	0.8545900487435536	0.27748979114857586	0.016384915142313845	0.7138924715134987	0.16062163688985376	0.16013128923033632	0.929490760513052	0.48234625611253884	0.07986297269226954	0.8510381265939454	0.3397131129292595
HECW2_HECW1	0.20872936637993347	4.5277782253455806e-4	0.03181653525573958	0.030739551427381696	2.599585761635964e-4	0.016393005491062644	0.3923197944732326	0.010363581271346551	0.11830697225058401	0.12416367831452214	0.005950162965522318	0.07890091427941366
HEXB_HEXA	0.23023131854830642	0.9640644316167675	0.17992328925537615	0.3045633763254176	0.7919139625571049	0.33548529681839534	0.41897218746423254	0.979276493654113	0.37438583420815646	0.519371320554934	0.9012512438572993	0.5458923471136606
HEY2_HEY1	0.5790837209427904	0.9278091755744431	0.21081582803936244	0.7626752586090788	0.9013418343913518	0.17469424109541626	0.7361356733071672	0.9658786016266236	0.41281426403145116	0.846503789188956	0.9512111571957914	0.3613153982495557
